x,z,spin_rate,release_velo,pitch_type,bats,release_x,release_y,release_z,pfx_x,pfx_z,extension,throws,bs_count,pitch_result,game_state,ump,pitcherid,catcherid,all_star
10.8099726,13.68185135,2616.569537,90.51033495,CT,L,-3.53,54.73,5.31,-3.65,5.56,5.772,R,Feb-00,ball,---:0,2,1,1,before
17.17176352,29.03908731,2450.605641,94.17917678,FF,L,-3.32,54.06,5.44,-8.32,8.44,6.435,R,0-0,ball,-2-:0,2,1,1,before
-11.49397642,41.61733153,2502.140404,91.31015029,CT,L,-3.6,54.56,5.23,-2.25,5.93,5.945,R,Jan-00,ball,-2-:0,2,1,1,before
-14.41477122,48.52769013,2289.757859,86.10167762,SL,R,-3.49,54.65,5.31,-0.48,1.05,5.846,R,0-0,ball,-2-:1,2,1,1,before
12.21693539,38.48270968,2424.281972,93.3071842,FF,L,-3.51,54.75,5.27,-9.63,5.92,5.749,R,0-1,ball,-2-:2,2,1,1,before
13.95633096,33.63730901,2425.053308,94.27284782,FF,L,-3.38,54.8,5.43,-9.75,6.62,5.703,R,1-Jan,ball,-2-:2,2,1,1,before
-12.26436767,43.52358945,2494.50345,96.19011659,FF,L,-3.39,54.56,5.31,-6.69,9.3,5.935,R,2-Feb,ball,-2-:2,2,1,1,before
10.7758933,30.84989793,2682.708891,77.93109198,CB,R,-3.36,54.46,5.49,4.08,-3.05,6.036,R,0-0,called_strike,12-:2,2,1,1,before
11.01374254,29.44757358,2441.577655,96.33960953,FF,R,-3.34,54.27,5.33,-8.69,7.97,6.227,R,0-1,called_strike,12-:2,2,1,1,before
3.214551883,36.69592915,2472.213464,94.74703205,FF,L,-3.38,54.57,5.36,-6.9,7.77,5.93,R,0-1,called_strike,---:0,2,1,1,before
14.63931908,32.66613841,2558.785172,95.40893475,FF,L,-3.38,54.28,5.2,-10.79,7.48,6.22,R,0-2,ball,---:0,2,1,1,before
11.66581751,37.82761121,2537.13048,95.6279784,FF,L,-3.38,54.13,5.22,-8.01,8.44,6.369,R,2-Jan,ball,---:0,2,1,1,before
14.35216036,22.99418063,2454.462079,94.41945329,FF,R,-3.34,54.29,5.41,-8.66,8.43,6.21,R,0-0,ball,---:1,2,1,1,before
8.279504237,39.71026048,2529.944003,94.67084394,FF,L,-3.38,54.48,5.42,-7.23,9.22,6.024,R,0-1,ball,---:0,2,1,1,before
7.46375838,15.91177682,2621.724889,79.1805509,CB,L,-3.34,54.7,5.45,4.71,-1.94,5.797,R,1-Jan,ball,---:0,2,1,1,before
-10.03383588,8.149688857,1525.071117,84.27731599,CH,L,-3.5,54.52,5.22,-9.22,-0.01,5.982,R,2-Feb,ball,---:0,2,1,1,before
-8.868087533,36.55362114,2551.848471,95.13105002,FF,L,-3.5,54.49,5.02,-6.39,7.55,6.011,R,2-Mar,called_strike,---:0,2,1,1,before
-14.36288545,33.26370118,2698.664282,78.76029671,CB,L,-3.39,54.65,5.41,5.47,-4.17,5.854,R,0-0,ball,---:1,2,1,1,before
-0.599891817,14.8668714,1513.022141,82.98167394,CH,L,-3.38,54.55,5.36,-9.93,1.03,5.948,R,0-0,ball,---:2,2,1,1,before
-1.115318469,22.00928152,2804.790771,78.30855779,CB,L,-3.27,54.83,5.46,5.31,-4.07,5.667,R,Jan-00,called_strike,---:2,2,1,1,before
4.572238946,1.258574698,1421.160096,85.24094174,CH,L,-3.5,54.52,5.18,-7.36,1.76,5.981,R,2-Jan,ball,---:2,2,1,1,before
2.952146298,34.75143805,NA,83.17063323,SL,R,-3.47,54.6,5.11,0.98,-0.33,5.897,R,0-0,called_strike,---:0,2,1,1,before
4.668036962,45.02291861,2562.4621,94.3694835,FF,R,-3.38,54.4,5.27,-8.26,7.87,6.104,R,0-1,ball,---:0,2,1,1,before
15.69585516,37.30490594,2646.805032,95.21812954,FF,R,-3.47,54.53,5.27,-8.94,7.06,5.968,R,1-Jan,ball,---:0,2,1,1,before
3.146206771,7.584222707,1515.627494,82.72820678,CH,L,-3.35,54.49,5.3,-10.48,3.51,6.012,R,0-2,ball,---:1,2,1,1,before
15.2654004,19.96959516,2529.286669,93.64945138,FF,R,-3.34,54.44,5.27,-7.79,10.15,6.06,R,0-0,ball,-2-:0,2,1,1,before
10.558995,36.99712158,2523.459145,95.01215277,FF,R,-3.46,54.25,5.07,-7.4,7.63,6.251,R,0-0,called_strike,-2-:1,2,1,1,before
13.72740204,16.22204204,2554.533265,87.01928303,SL,R,-3.62,54.54,4.91,-0.17,1.27,5.956,R,1-Jan,ball,-2-:1,2,1,1,before
7.31985251,17.56645095,1496.907592,83.03223577,CH,R,-3.52,54.05,5.08,-9.76,1.76,6.445,R,2-Feb,ball,-2-:1,2,1,1,before
-0.935152388,26.6130517,2681.769381,77.0616932,CB,L,-3.41,54.53,5.21,6.61,-2.52,5.968,R,0-0,called_strike,-2-:2,2,1,1,before
6.169931547,41.06360074,2452.225629,94.79213886,FF,L,-3.49,54.19,5.1,-8.14,7.65,6.313,R,0-1,called_strike,-2-:2,2,1,1,before
-10.75015593,21.444236,2501.932707,96.67211268,FF,L,-3.39,54.72,5.28,-8.3,7.78,5.778,R,0-2,called_strike,-2-:2,2,1,1,before
3.634846013,49.99341422,2402.569087,94.6803443,FF,R,-1.86,54.54,5.96,-6.33,9.97,5.957,R,0-0,ball,---:0,47,2,9,before
0.848385559,29.66334384,2390.72278,95.279367,FF,R,-1.81,54.43,5.85,-6.38,11.11,6.068,R,Jan-00,called_strike,---:0,47,2,9,before
14.51161009,17.25822054,2790.919696,89.42217554,SL,R,-1.97,54.53,5.68,2.18,2.56,5.966,R,2-Jan,ball,---:0,47,2,9,before
8.63631758,17.61340191,2601.823105,97.16052165,FF,R,-1.94,54.5,5.82,-6.27,10.12,5.998,R,2-Feb,ball,---:0,47,2,9,before
3.336696202,9.166040957,2543.574598,98.08655451,FF,R,-1.92,54.32,5.78,-6.45,11.61,6.181,R,2-Mar,ball,---:0,47,2,9,before
-8.265285597,30.20470563,2477.662426,95.34013149,FT,L,-2.21,54.3,5.64,-8.34,8.17,6.203,R,0-0,called_strike,1--:0,47,2,9,before
10.58118453,16.43798088,2955.145616,82.40066836,CB,L,-1.93,54.95,5.86,4.6,-8.08,5.551,R,0-1,ball,1--:0,47,2,9,before
4.464497177,22.0204024,2647.4357,97.42172692,FF,L,-2.14,54.19,5.72,-7.9,11.01,6.309,R,1-Jan,called_strike,1--:0,47,2,9,before
15.08500758,17.49686137,2789.285267,89.87721024,SL,L,-2.23,54.3,5.61,1.99,3.14,6.203,R,2-Jan,ball,1--:0,47,2,9,before
0.383470748,49.65475776,2886.435199,82.64163816,CB,L,-2.07,54.58,5.79,6.48,-6.13,5.923,R,2-Feb,ball,1--:0,47,2,9,before
-9.024822681,37.83387644,2632.952391,98.27234654,FF,L,-2.04,53.86,5.81,-7.04,10.47,6.635,R,2-Mar,ball,1--:0,47,2,9,before
3.741503749,10.7417692,2950.100489,82.67184794,CB,L,-2,54.8,5.76,6.65,-8.58,5.695,R,0-0,ball,#VALUE!,47,2,9,before
-2.89125017,22.43016078,3063.219885,82.43067037,CB,L,-2,54.77,5.81,7.24,-8.08,5.726,R,Jan-00,called_strike,#VALUE!,47,2,9,before
5.435252272,28.69222929,2700.514995,88.13123605,SL,R,-1.92,54.45,5.85,1.45,2.24,6.047,R,0-0,called_strike,---:0,47,2,9,before
6.699499368,32.31689857,2569.301837,94.68159285,FF,R,-1.79,54.42,5.88,-5.68,11.04,6.079,R,0-0,called_strike,---:1,47,2,9,before
0.826320587,27.7807221,2600.691984,96.09960575,FF,R,-1.79,54.21,5.83,-5.95,11.72,6.286,R,0-1,called_strike,---:1,47,2,9,before
10.53578859,49.07698873,2577.871742,98.51056332,FF,R,-1.79,54.38,5.85,-5.85,9.56,6.12,R,0-2,ball,---:1,47,2,9,before
-8.064216596,51.67180012,2882.001301,81.69923563,CB,R,-1.77,55.02,5.81,5.5,-6.11,5.482,R,2-Jan,ball,---:1,47,2,9,before
12.55131467,26.12549161,2559.814668,94.9013722,FF,R,-1.87,54.27,5.79,-7.09,11.2,6.227,R,0-0,ball,---:0,47,2,9,before
6.627639978,39.15509089,2749.511321,87.76198055,SL,R,-2.03,54.82,5.79,1.77,2.55,5.678,R,0-0,called_strike,---:1,47,2,9,before
-10.08150778,19.2819637,2541.758694,94.70039467,FT,L,-2.18,54.14,5.58,-9.75,8.34,6.356,R,0-0,called_strike,---:2,47,2,9,before
-0.141348141,45.66067058,2512.52991,97.39316557,FF,R,-1.89,54.18,5.8,-5.81,10.88,6.32,R,0-0,ball,1--:2,47,2,9,before
9.539674586,40.40435271,2542.706535,97.75069938,FF,L,-2.04,53.97,5.67,-7.45,8.53,6.531,R,0-0,called_strike,12-:2,47,2,9,before
2.146482945,46.9299848,2593.653709,96.42915943,FF,R,-1.84,54.29,5.88,-7.43,8.69,6.207,R,0-0,ball,---:0,47,2,9,before
-6.26347104,46.09273824,2566.719782,95.68797988,FT,R,-1.76,54.08,5.87,-8.67,8.57,6.415,R,Jan-00,ball,---:0,47,2,9,before
11.8801244,19.81488182,2794.044364,81.43724536,CB,R,-1.78,54.86,5.81,3.64,-5.61,5.638,R,0-1,ball,---:1,47,2,9,before
4.379773846,24.78022345,1538.854665,89.69008385,CH,R,-1.99,54.08,5.54,-6.37,6.84,6.418,R,0-0,called_strike,1-3:1,47,2,9,before
4.835619846,23.54218569,2650.451864,98.80961347,FF,R,-1.81,54.04,5.75,-6.52,10.95,6.462,R,0-0,called_strike,1-3:2,47,2,9,before
10.45123558,46.62014612,2508.716223,95.5407489,FF,R,-1.89,54.32,5.82,-5.14,8.63,6.184,R,0-0,ball,---:0,47,2,9,before
-0.528558578,25.16421654,2587.656238,97.3290399,FF,R,-1.77,54.12,5.69,-6.81,10.79,6.383,R,Jan-00,called_strike,---:0,47,2,9,before
1.044788886,26.71410135,2472.413017,96.020876,FF,R,-1.72,54.11,5.77,-5.2,10.59,6.386,R,1-Jan,called_strike,---:0,47,2,9,before
14.47143028,16.463436,2692.542386,89.93771835,SL,R,-1.86,54.43,5.72,2.04,1.18,6.073,R,2-Jan,ball,---:0,47,2,9,before
-1.713823567,8.362942561,1751.59814,90.16899938,CH,L,-2.03,54.27,5.59,-8.86,7.84,6.226,R,0-0,ball,---:1,47,2,9,before
21.15331242,23.88876842,2444.404699,97.20929011,FF,L,-1.84,54.16,5.62,-6.02,9.29,6.343,R,Jan-00,ball,---:1,47,2,9,before
9.456377741,21.00130391,2897.509216,82.43800746,CB,L,-1.94,54.77,5.81,5.38,-6,5.73,R,Feb-00,ball,---:1,47,2,9,before
-1.354755944,33.11861083,2535.795562,97.19645983,FF,L,-1.93,54.16,5.8,-4.67,11.25,6.336,R,Mar-00,called_strike,---:1,47,2,9,before
5.746415187,27.30988905,2485.609247,98.17133503,FF,R,-1.95,53.87,5.67,-6.7,9.46,6.631,R,0-1,called_strike,1--:1,47,2,9,before
-1.463134372,52.04219358,2528.119273,97.50094665,FF,R,-1.94,54.21,5.66,-6.02,9.55,6.292,R,0-2,ball,1--:1,47,2,9,before
-5.739640821,41.67810935,2622.182479,98.79678853,FF,L,-2.29,54.38,5.61,-6.62,10.18,6.12,R,0-1,ball,1--:2,47,2,9,before
-7.440054914,52.3577191,2662.696072,100.5483767,FF,L,-2.15,54.27,5.67,-7.73,9.29,6.23,R,2-Jan,ball,1--:2,47,2,9,before
13.45009618,27.07245185,2593.984229,99.26994115,FT,L,-2.12,54.05,5.62,-8.4,9.67,6.446,R,2-Feb,ball,1--:2,47,2,9,before
-16.72714613,47.41456947,2593.328477,99.22830237,FF,L,-2.18,54.12,5.65,-6.39,9.73,6.383,R,2-Mar,ball,1--:2,47,2,9,before
-1.69221554,13.35692825,2614.459052,95.67140376,FF,R,-1.8,54.12,5.79,-5.14,11.15,6.383,R,0-0,ball,---:1,47,2,9,before
-6.47918525,35.68518174,2911.248615,80.98926405,CB,R,-1.86,55.13,5.73,5.68,-6.99,5.374,R,0-1,called_strike,---:2,47,2,9,before
12.54036171,13.95844207,2763.712333,89.15118022,SL,R,-1.79,54.75,5.84,2.01,1.23,5.746,R,0-2,ball,---:2,47,2,9,before
17.62682762,14.86740558,2913.962204,91.3218098,SL,R,-1.91,54.43,5.73,2.1,2.89,6.072,R,2-Jan,ball,---:2,47,2,9,before
5.184270777,18.43321847,2737.06556,91.41977977,SL,R,-1.95,54.65,5.72,1.85,2.26,5.848,R,2-Feb,called_strike,---:2,47,2,9,before
-22.42514423,34.88438578,2373.221644,96.33036316,FF,L,-1.29,53.45,5.67,-4.04,9.02,7.049,R,0-0,ball,---:0,41,3,4,after
-11.12442159,31.89398676,2418.708873,96.62809809,FF,L,-1.12,53.96,5.75,-3.01,9.15,6.539,R,Jan-00,ball,---:0,41,3,4,after
-1.466463695,44.78376843,2486.441995,96.63857013,FF,L,-1,53.54,5.67,-2.45,9.78,6.959,R,0-0,ball,---:1,41,3,4,after
-11.38750454,40.78986143,2402.910421,96.86890148,FF,L,-1.16,53.75,5.68,-2.77,9.78,6.75,R,1-Jan,ball,---:1,41,3,4,after
-11.37800013,31.09308761,1572.118147,90.0211278,CH,L,-0.98,53.43,5.59,-6.32,2.6,7.068,R,1-Feb,called_strike,---:1,41,3,4,after
9.636833493,24.60129283,2542.396363,91.82236769,SL,R,-0.91,54.02,5.74,1.49,4.1,6.484,R,0-0,called_strike,---:2,41,3,4,after
-12.80417231,41.48682181,2472.689119,94.67973346,FF,L,-1.15,53.65,5.69,-4.24,9.22,6.853,R,0-0,ball,---:1,41,3,4,after
-11.05072013,24.97371338,2514.339922,95.73815127,FF,L,-1.04,53.61,5.61,-4.54,9.84,6.895,R,Jan-00,called_strike,---:1,41,3,4,after
6.286539522,19.72830732,2383.756589,96.19946475,FF,R,-0.83,53.88,5.68,-3.82,10.99,6.619,R,0-0,called_strike,-2-:2,41,3,4,after
15.40937386,12.17852627,2582.3096,90.98234399,SL,R,-0.79,53.87,5.68,1.58,3.36,6.632,R,0-1,ball,-2-:2,41,3,4,after
12.64820164,24.4428746,2522.95928,91.55808271,SL,R,-0.84,53.75,5.7,1.59,2.12,6.751,R,2-Feb,called_strike,-2-:2,41,3,4,after
13.54734774,20.89285319,2505.472625,96.67097427,FF,R,-1.03,53.87,5.61,-3.96,9.65,6.634,R,0-0,ball,---:0,41,3,4,after
18.71745146,15.50455707,2610.981598,91.71851066,SL,L,-0.7,53.78,5.75,2.18,3.96,6.723,R,0-2,ball,-2-:1,41,3,4,after
0.551495131,28.16656006,2560.999323,92.24865309,SL,L,-0.96,53.95,5.66,1.69,2.69,6.555,R,0-0,called_strike,#VALUE!,41,3,4,after
-7.139366321,30.2037522,1640.852903,91.93941727,CH,L,-0.81,53.44,5.63,-6.5,2.57,7.065,R,0-2,called_strike,#VALUE!,41,3,4,after
11.47139949,25.96916622,2466.089172,91.05663251,SL,R,-1.04,54.09,5.65,2.14,3.11,6.41,R,0-0,called_strike,---:0,41,3,4,after
17.29318105,25.41745731,2544.754865,92.44824933,SL,R,-0.86,54,5.67,2.29,4.14,6.499,R,0-2,ball,---:0,41,3,4,after
12.22855341,14.05002601,2612.720898,91.32834845,SL,R,-0.97,54.16,5.74,2.67,4.25,6.341,R,2-Jan,ball,---:0,41,3,4,after
-7.199955339,41.32615874,1672.009819,90.0002779,CH,R,-0.78,53.56,5.61,-6.85,3.25,6.943,R,2-Feb,ball,---:0,41,3,4,after
18.12309722,22.70321393,2710.332516,92.05967536,SL,R,-0.9,54.06,5.66,1.26,4.24,6.442,R,0-0,ball,---:1,41,3,4,after
-2.353396169,18.15337519,2404.206683,96.84886759,FF,L,-0.85,53.89,5.67,-4.8,10.65,6.615,R,0-0,ball,1--:1,41,3,4,after
-9.254536811,40.0820446,2416.69321,97.31277125,FF,L,-0.96,53.95,5.64,-3.12,9.82,6.548,R,Jan-00,ball,1--:1,41,3,4,after
-11.24335815,35.32673401,1560.797135,90.05828137,CH,L,-0.68,53.71,5.67,-7.16,1.18,6.787,R,Feb-00,ball,1--:1,41,3,4,after
9.862651343,15.8036652,2413.842852,96.9581754,FF,R,-0.94,53.7,5.6,-5.44,9.5,6.802,R,0-0,ball,-2-:2,41,3,4,after
-1.320476007,29.06370191,2418.304761,97.21019699,FF,R,-0.99,53.83,5.58,-5.24,8.58,6.669,R,Jan-00,called_strike,-2-:2,41,3,4,after
6.68756915,43.77901719,2467.674137,97.46984645,FF,R,-0.81,53.79,5.6,-3.85,9.93,6.713,R,0-2,ball,---:0,41,3,4,after
16.71380382,18.53026779,2600.69787,90.82296562,SL,R,-0.9,53.68,5.63,1.23,3.29,6.818,R,2-Jan,ball,---:0,41,3,4,after
7.740358893,27.91178352,2539.892889,96.94910375,FF,R,-0.93,53.86,5.55,-4.43,9.01,6.638,R,2-Feb,called_strike,---:0,41,3,4,after
10.08017475,29.84379175,2563.511497,92.22981475,SL,R,-0.92,54.12,5.65,1.99,3.71,6.384,R,0-0,called_strike,---:1,41,3,4,after
26.16256029,15.54918428,2710.245302,91.46846681,SL,R,-0.9,54,5.62,2.9,2.98,6.496,R,0-2,ball,---:1,41,3,4,after
11.35032026,30.31166717,2401.130665,96.2622293,FF,R,-0.79,53.85,5.58,-4.44,10.26,6.655,R,0-1,called_strike,---:2,41,3,4,after
-10.90953393,27.73054763,NA,80.6686305,CB,L,-0.93,54.44,5.81,4.39,-2.68,6.061,R,0-0,ball,---:0,41,3,4,after
-9.130654261,27.04837069,NA,82.99828737,CB,L,-0.83,54.39,5.8,3.88,-3.41,6.106,R,0-0,called_strike,---:1,41,3,4,after
16.9538911,10.07847733,2459.821608,92.0490561,SL,L,-0.93,54.02,5.61,-0.39,1.71,6.479,R,0-2,ball,---:1,41,3,4,after
7.294198189,15.81646241,2517.518353,97.40245224,FF,R,-0.88,53.87,5.62,-5.18,10.35,6.631,R,0-0,ball,---:2,41,3,4,after
-9.349028795,47.07623499,2528.942891,96.30997885,FF,L,-1.05,53.96,5.7,-2.77,10.18,6.54,R,0-1,ball,---:0,41,3,4,after
5.269056235,42.96002982,2394.930247,96.16769346,FF,R,-0.9,53.62,5.59,-3.37,10.4,6.881,R,0-0,ball,---:1,41,3,4,after
8.832168913,16.55101641,2473.400995,96.80840057,FF,R,-0.83,53.68,5.59,-3.8,10.85,6.823,R,0-1,ball,---:2,41,3,4,after
-4.559851715,34.72774262,2569.880558,95.211037,FF,L,-2.13,54.32,5.87,-6.87,11.1,6.176,R,0-0,called_strike,---:0,38,2,2,after
8.365845469,49.12863815,2595.178638,97.09230711,FF,L,-2.02,54.53,5.89,-6.9,10.67,5.974,R,0-2,ball,---:0,38,2,2,after
8.041882411,26.05098305,2634.70331,96.56286035,FF,L,-2.03,54.05,5.79,-8.44,11.22,6.447,R,0-0,called_strike,1--:1,38,2,2,after
23.25825938,22.47441827,2694.340757,87.50165099,SL,R,-2,54.55,5.86,1.44,3.19,5.949,R,0-0,ball,1--:2,38,2,2,after
-11.78298842,20.6976372,2723.769325,96.75061517,FF,L,-1.94,54.49,5.95,-6.54,11.21,6.006,R,0-0,ball,---:0,38,2,2,after
2.832916928,48.59777563,2619.333799,96.52995892,FF,L,-2.01,54.51,5.78,-7.61,9.38,5.992,R,1-Jan,ball,---:0,38,2,2,after
-9.612689659,29.0307305,2864.076887,84.38898239,CB,L,-2.03,55.11,5.77,4.74,-5.88,5.394,R,1-Feb,called_strike,---:0,38,2,2,after
-16.66911471,40.76006141,2535.375708,97.56016059,FF,L,-2.11,53.98,5.79,-8.34,9.8,6.523,R,2-Feb,ball,---:0,38,2,2,after
14.42403088,27.8872011,2624.230265,87.80796007,SL,R,-1.9,54.74,5.85,2.34,0.25,5.757,R,0-0,ball,---:1,38,2,2,after
10.87102846,40.36691479,2550.358441,97.36275452,FF,R,-1.78,54.04,5.8,-6.28,10.5,6.459,R,1-Jan,ball,---:1,38,2,2,after
3.156150862,26.20652339,2553.840469,98.70918694,FF,R,-1.82,54.47,5.74,-7.15,10.74,6.026,R,1-Feb,called_strike,---:1,38,2,2,after
25.44904547,9.299692387,2645.860956,90.9025589,SL,R,-1.95,54.52,5.69,2.87,2.66,5.982,R,2-Feb,ball,---:1,38,2,2,after
-3.177508718,27.47890525,2739.590698,80.09789925,CB,R,-1.91,54.87,5.84,5.9,-7.19,5.632,R,0-0,called_strike,-2-:2,38,2,2,after
20.98860984,10.98839113,2575.288998,90.05346411,SL,R,-2.03,54.58,5.81,1.97,3.02,5.918,R,0-1,ball,-2-:2,38,2,2,after
-7.223404505,14.43729321,2874.404905,80.8494317,CB,L,-1.99,54.76,5.81,5.26,-6.55,5.736,R,0-0,called_strike,---:0,38,2,2,after
7.800104691,28.70533998,2682.471627,99.57803917,FF,L,-2.16,54.27,5.61,-8.2,10.36,6.234,R,0-2,called_strike,---:1,38,2,2,after
-3.527916682,10.08201886,2769.674638,81.1317373,CB,L,-1.99,54.51,5.8,3.94,-8.76,5.986,R,0-0,ball,---:0,38,2,2,after
-15.42230374,40.53898259,2825.223635,80.46132924,CB,L,-1.95,54.6,5.97,5.81,-9.35,5.9,R,Jan-00,ball,---:0,38,2,2,after
16.59330675,35.2833828,2709.585454,97.16097009,FF,L,-2.05,54.17,5.79,-5.01,12.01,6.331,R,Feb-00,ball,---:0,38,2,2,after
7.028450024,23.42511589,2612.085664,95.70863635,FF,L,-2.05,54.09,5.75,-4.8,12.72,6.414,R,Mar-00,called_strike,---:0,38,2,2,after
-8.232382686,43.67743651,2634.689455,96.37689287,FT,L,-2.07,54.22,5.67,-8.82,9.31,6.28,R,1-Mar,ball,---:0,38,2,2,after
-18.7458974,22.64273152,2229.965744,88.1782463,CH,L,-2.47,53.85,5.42,-8.68,8.1,6.647,R,0-2,ball,-23:0,38,2,2,after
-1.835588049,0.790245885,2832.016489,83.93696284,CB,L,-1.94,54.84,5.76,4.73,-8.08,5.664,R,0-1,ball,---:0,38,2,2,after
-2.739469979,46.55985551,2839.394683,82.98921163,CB,L,-1.99,54.84,5.78,5.98,-5.67,5.655,R,1-Jan,ball,---:0,38,2,2,after
19.52280333,20.98617888,2542.575429,89.09164491,SL,L,-1.93,54.55,5.92,2.25,2.05,5.947,R,2-Feb,ball,---:0,38,2,2,after
2.532780216,41.4277599,2589.434238,88.00902597,SL,R,-1.95,54.62,5.9,2.57,0.77,5.878,R,0-0,called_strike,---:1,38,2,2,after
-4.031513536,30.6943678,2639.83276,98.44922573,FF,R,-1.91,54.11,5.76,-5.82,11.14,6.391,R,0-1,called_strike,---:1,38,2,2,after
4.21223153,42.44295022,2551.573342,98.5504887,FF,R,-1.86,54.11,5.79,-7.31,11.46,6.386,R,0-2,ball,---:1,38,2,2,after
-7.895604751,46.60658851,2580.319397,97.08030669,FF,L,-2.08,54.07,5.7,-6.31,10.01,6.43,R,0-0,ball,---:2,38,2,2,after
-8.363370206,44.38693613,2773.377493,98.93926947,FF,L,-2.1,54.11,5.73,-6.83,10.32,6.39,R,2-Jan,ball,---:2,38,2,2,after
-11.57957691,15.33423648,1736.366691,88.3534494,CH,L,-2.02,53.98,5.59,-6.97,7.2,6.519,R,0-1,ball,---:0,38,2,2,after
-6.169775182,16.00738473,2565.262729,97.57816388,FF,R,-1.94,54.16,5.67,-7.33,10.69,6.344,R,0-0,ball,---:1,38,2,2,after
11.65136214,38.70217286,2468.911869,97.21866785,FF,R,-1.81,54.35,5.83,-4.8,10.64,6.153,R,Jan-00,ball,---:1,38,2,2,after
-6.539406978,53.13427798,2554.757729,97.08765871,FF,L,-2.08,54.22,5.72,-6.36,10.32,6.28,R,0-0,ball,---:2,38,2,2,after
6.000454884,37.48742579,2446.716505,93.75126289,FF,R,-1.61,54.37,5.97,-4.14,10.69,6.131,R,0-0,called_strike,---:0,38,2,2,after
-25.45350355,42.86400137,2612.349937,96.36179528,FF,R,-1.9,54.08,5.85,-5.48,9.82,6.422,R,0-1,ball,---:0,38,2,2,after
27.80602491,19.25078991,2792.73222,89.48100579,SL,R,-1.85,54.53,5.79,2.04,0.33,5.971,R,2-Jan,ball,---:0,38,2,2,after
16.5239107,5.233460973,2668.112841,90.76882304,SL,R,-1.99,54.5,5.86,3.89,0.66,5.997,R,2-Feb,ball,---:0,38,2,2,after
-16.9344047,45.32197907,2871.956059,81.68114872,CB,R,-1.89,54.39,5.89,6.53,-7.42,6.108,R,2-Mar,ball,---:0,38,2,2,after
-1.41616403,36.90005019,2667.616091,87.94300512,SL,L,-2.05,54.56,5.8,2.23,-0.32,5.937,R,0-0,called_strike,1--:0,38,2,2,after
-0.228691211,24.48109093,2916.696756,82.74152425,CB,L,-2.14,54.79,5.81,5.69,-6.98,5.707,R,0-0,called_strike,-2-:2,38,2,2,after
-2.329949994,48.3974038,2480.000497,97.16046493,FF,L,-2.2,54.27,5.74,-5.61,7.85,6.227,R,0-1,ball,-2-:2,38,2,2,after
10.86895939,32.49697208,2450.710486,95.42875932,FF,R,-3.34,55.07,5.71,-7.59,9.86,5.433,R,0-0,called_strike,---:0,57,1,1,before
8.16257628,41.4240704,2391.545828,95.67081442,FF,R,-3.36,55,5.73,-7.11,9.74,5.502,R,0-1,ball,---:0,57,1,1,before
-8.049999358,31.9056636,2417.13126,85.13980787,SL,R,-3.62,55.27,5.38,1.26,0.45,5.227,R,1-Jan,called_strike,---:0,57,1,1,before
-14.77015396,19.75146606,2451.597265,95.79166892,FF,L,-3.5,54.86,5.6,-7.95,9.12,5.64,R,0-0,ball,---:2,57,1,1,before
19.48937869,24.69535864,2402.30496,95.64650478,FF,L,-3.43,54.77,5.39,-7.7,8.29,5.731,R,Jan-00,ball,---:2,57,1,1,before
-9.699113472,21.99370569,2300.746489,90.79170746,FF,L,-3.52,54.74,5.42,1.34,4.6,5.762,R,2-Feb,called_strike,---:2,57,1,1,before
-13.57466642,31.20252838,2803.215466,79.39828477,CB,L,-3.57,55.06,5.54,5.1,-2.59,5.436,R,0-1,ball,---:0,57,1,1,before
-0.241145065,33.32187863,2309.250136,85.41738595,SL,R,-3.71,55,5.16,1.64,-0.95,5.498,R,0-0,called_strike,---:1,57,1,1,before
-14.68598406,36.97401822,1726.117223,85.66969256,CH,L,-3.56,54.7,5.33,-10,3.51,5.803,R,0-1,ball,---:2,57,1,1,before
15.22916205,4.271802091,2406.114871,90.28087156,CT,L,-3.46,54.63,5.35,0.52,5.09,5.874,R,2-Jan,ball,---:2,57,1,1,before
-16.05599033,27.03518462,2448.944753,96.23648615,FF,L,-3.44,54.84,5.35,-8.45,8.51,5.664,R,0-0,ball,-2-:2,57,1,1,before
-15.81490397,36.87670832,2406.918096,97.09954562,FF,L,-3.45,54.75,5.32,-5.57,7.39,5.747,R,2-Feb,ball,-2-:2,57,1,1,before
2.702431996,31.69125791,2256.338159,94.82015509,FF,R,-3.52,54.72,5.41,-7.3,8.38,5.776,R,0-0,called_strike,---:0,57,1,1,before
16.95492339,30.33673972,2273.475426,95.45273902,FF,R,-3.42,54.69,5.51,-6.91,9.01,5.813,R,0-1,ball,---:0,57,1,1,before
-13.36863938,41.23087037,2337.508308,85.97116234,SL,R,-3.62,54.75,5.19,1.91,0.51,5.754,R,0-1,ball,---:1,57,1,1,before
1.655286842,34.99209583,2405.683269,86.69090846,SL,R,-3.62,54.63,5.13,1.17,1.19,5.869,R,0-0,called_strike,---:2,57,1,1,before
2.581014676,24.15599252,2426.22168,84.77228195,SL,R,-3.52,54.79,5.3,0.76,0.29,5.707,R,0-0,called_strike,---:0,57,1,1,before
28.59974059,15.18184184,2458.477332,85.54733741,SL,R,-3.61,54.64,5.05,-0.53,1.05,5.86,R,0-2,ball,---:0,57,1,1,before
14.5201402,6.253194312,2535.249587,85.20050736,SL,R,-3.44,54.68,5.09,-0.3,2,5.818,R,2-Jan,ball,---:0,57,1,1,before
